region,period,amount,count,ticket,share_korean,share_chinese,share_japanese,share_western,share_bakery,share_supermarket,share_convenience,concentration,amount_growth,count_growth,ticket_growth,share_change_korean,share_change_chinese,share_change_japanese,share_change_western,share_change_bakery,share_change_supermarket,share_change_convenience,year,q,quarter,future_growth,target
11110,8084,257968392059,15722841,16407.23785599562,0.5067056656154385,0.04167318545576422,0.06219007700110324,0.0879485707140859,0.046390257494270754,0.1452726822688762,0.10981956145046114,0.30540638700201905,,,,,,,,,,,2021,1,20211,0.2037651234030946,1.0
11110,8085,310533353301,18850454,16473.521184211266,0.5277497316854958,0.038737811903702075,0.061894058965607755,0.09014476085880033,0.04211584844582904,0.13145097736227146,0.1079068107782936,0.32267433376287863,0.2037651234030946,0.1989216198268493,0.004039883422024326,0.021044066070057266,-0.002935373552062144,-0.0002960180354954836,0.0021961901447144216,-0.004274409048441716,-0.013821704906604754,-0.0019127506721675347,2021,2,20212,-0.12445960509928755,0.0
11110,8086,271884494779,17896635,15191.93383443312,0.4901638946285857,0.036910456869404085,0.058715711486144774,0.0873736161538361,0.04567084998022141,0.15752833603407124,0.12363713484773675,0.2948918533038301,-0.12445960509928755,-0.05059925877647298,-0.07779680709710435,-0.0375858370569101,-0.0018273550342979908,-0.0031783474794629812,-0.002771144704964229,0.0035550015343923727,0.026077358671799777,0.01573032406944315,2021,3,20213,0.2457002773854382,1.0
11110,8087,338686590563,18685956,18125.194695042628,0.543288899900431,0.03970715101724244,0.06194553612271647,0.09145898015775764,0.0424094709126909,0.1205466355344398,0.10064332635472166,0.33540061479546496,0.2457002773854382,0.04410443639265149,0.19308014980694255,0.05312500527184538,0.002796694147838355,0.0032298246365716973,0.004085364003921538,-0.0032613790675305107,-0.03698170049963144,-0.02299380849301509,2021,4,20214,-0.16958341851540248,0.0
11110,8088,281250960730,16089455,17480.452925844907,0.5208058568540058,0.042799348943578626,0.05752006147111589,0.08523359452987991,0.04786844669279008,0.13403418285631824,0.1117385086523114,0.31638589259013844,-0.16958341851540248,-0.1389546780480485,-0.035571577577263924,-0.022483043046425233,0.0030921979263361862,-0.004425474651600585,-0.006225385627877722,0.0054589757800991776,0.013487547321878443,0.01109518229758974,2022,1,20221,0.34664418326234236,1.0
11110,8089,378744970304,20321611,18637.54651656308,0.5670061527275996,0.04136331667302552,0.05649675141250057,0.08972144156455644,0.03806491796162538,0.10994923434514638,0.09739818531554612,0.35747289980900554,0.34664418326234236,0.2630391147493809,0.06619357036266527,0.046200295873593755,-0.0014360322705531045,-0.0010233100586153135,0.004487847034676529,-0.009803528731164697,-0.024084948511171864,-0.014340323336765284,2022,2,20222,-0.03384915653324683,0.0
11110,8090,365924772518,20115082,18191.562555797685,0.5552910684640919,0.04253674560728008,0.05277084203160945,0.08704274003868713,0.0382799272692339,0.11447734392439748,0.10960133266470003,0.34710161303061965,-0.03384915653324683,-0.010163023000489435,-0.023929327842001746,-0.011715084263507647,0.0011734289342545598,-0.0037259093808911237,-0.002678701525869312,0.00021500930760851716,0.004528109579251108,0.012203147349153912,2022,3,20223,0.11838595666782581,1.0
11110,8091,409245126781,19637643,20839.829239232018,0.5824747478802893,0.0439997101068376,0.05308076326495804,0.09476793050428717,0.03553772208699448,0.09838177081714063,0.09175735533949281,0.37237264926769503,0.11838595666782581,-0.023735374282839117,0.14557664715779595,0.02718367941619737,0.0014629644995575175,0.0003099212333485882,0.0077251904656000375,-0.0027422051822394156,-0.016095573107256858,-0.01784397732520722,2022,4,20224,-0.07376271075343566,0.0
11110,8092,379058096867,18300956,20712.47517708911,0.5784949518963576,0.043404392012691355,0.05615259044174512,0.09354347697640998,0.03644319473763133,0.10264393831073247,0.08931745562443222,0.3682853385075598,-0.07376271075343566,-0.06806758835569016,-0.0061110895238603025,-0.003979795983931722,-0.0005953180941462438,0.003071827176787084,-0.0012244535278771868,0.0009054726506368474,0.004262167493591845,-0.0024398997150605894,2023,1,20231,0.043862428507453144,0.0
11110,8093,395684505541,20101732,19684.100133311895,0.5828777675275991,0.04130904638950116,0.05334542691819616,0.0929909308394371,0.03514932455842368,0.0996847663874797,0.09464273737936309,0.37307575238833635,0.043862428507453144,0.09839791975894596,-0.04965003144166669,0.004382815631241543,-0.0020953456231901924,-0.0028071635235489625,-0.0005525461369728785,-0.0012938701792076512,-0.0029591719232527763,0.005325281754930869,2023,2,20232,-0.04595539244868363,0.0
11110,8094,377500668803,19469889,19388.94817546212,0.5713094457841821,0.04242215351771248,0.050372016405415394,0.09203304872588321,0.03563112985640651,0.10997763133147082,0.09825457437892951,0.3622201622403475,-0.04595539244868363,-0.031432266632546835,-0.01499443489165564,-0.011568321743417043,0.0011131071282113186,-0.002973410512780765,-0.0009578821135538956,0.00048180529798283467,0.01029286494399112,0.003611836999566423,2023,3,20233,0.09705648347372886,1.0
11110,8095,414139556226,18842842,21978.614278355675,0.5963561875220234,0.040532630893726135,0.0508831672831088,0.09555561080334096,0.03617673734315796,0.09568494995048288,0.08481071620415988,0.3866607915866149,0.09705648347372886,-0.032205987409584136,0.13356403243013126,0.02504674173784127,-0.0018895226239863464,0.000511150877693406,0.0035225620774577554,0.0005456074867514482,-0.014292681380987937,-0.013443858174769632,2023,4,20234,-0.09239266772218024,0.0
11110,8096,375876097817,17363274,21647.76630357846,0.5939650559602638,0.04336195646293859,0.04817143342489251,0.08977655656207517,0.039063479357361576,0.09946645856742495,0.08619505966504339,0.3839041841866341,-0.09239266772218024,-0.07852148842515372,-0.015053177174278454,-0.0023911315617595186,0.0028293255692124555,-0.0027117338582162906,-0.005779054241265791,0.002886742014203615,0.0037815086169420697,0.0013843434608835081,2024,1,20241,0.06930757071358995,1.0
11110,8097,401927157046,19338481,20783.801842864494,0.5994015059286664,0.03707871042238228,0.04474820363268358,0.08921656945638047,0.038605144143629394,0.09977221233998497,0.0911776540762729,0.3903772101824752,0.06930757071358995,0.11375775098636343,-0.03991009735591755,0.005436449968402535,-0.006283246040556308,-0.0034232297922089303,-0.0005599871056947009,-0.00045833521373218195,0.0003057537725600218,0.004982594411229516,2024,2,20242,-0.07566102826069943,0.0
11110,8098,371516935058,18570486,20005.773411530532,0.5834851348839801,0.03927495024344463,0.04407010343537619,0.09051780025788049,0.036979795749701616,0.10484854565490745,0.10082366977470954,0.3746592057340104,-0.07566102826069943,-0.03971330530045247,-0.03743436533971167,-0.01591637104468624,0.0021962398210623457,-0.0006781001973073866,0.0013012308015000196,-0.001625348393927778,0.005076333314922479,0.009646015698436636,2024,3,20243,0.12564904960715273,1.0
11110,8099,418197684861,18715645,22344.818191464947,0.6080075592276726,0.04063410040552506,0.04471825401476299,0.09349051069949176,0.035259490953186576,0.09081961635111377,0.0870704683482473,0.39913722090156317,0.12564904960715273,0.007816650571234485,0.11691848806936322,0.02452242434369245,0.0013591501620804289,0.0006481505793867956,0.002972710441611265,-0.0017203047965150403,-0.01402892930379368,-0.013753201426462233,2024,4,20244,-0.13465677039010227,0.0
11110,8100,361884535233,16465555,21978.27739380786,0.6027577400580476,0.04105585945095439,0.046264940435269686,0.08340528803908841,0.03901521770171653,0.09853694818995481,0.08896400612496852,0.3932456753382094,-0.13465677039010227,-0.12022508441467017,-0.016403838890803435,-0.00524981916962497,0.0004217590454293346,0.0015466864205066974,-0.010085222660403348,0.003755726748529954,0.007717331838841046,0.0018935377767212158,2025,1,20251,0.11600493168068327,1.0
11110,8101,403864926019,18864496,21408.73130238942,0.6059038923931904,0.0363895971206685,0.04432162461703319,0.08712842351490696,0.039156764269883695,0.09658851238833456,0.09051118569598264,0.39705436583828096,0.11600493168068327,0.145694511967559,-0.025914046001571656,0.0031461523351428156,-0.004666262330285893,-0.0019433158182364935,0.0037231354758185536,0.00014154656816716543,-0.0019484358016202546,0.0015471795710141206,2025,2,20252,-0.04065837354548463,0.0
11110,8102,387444434995,18612475,20816.384440811875,0.5927255629777303,0.03983374322617169,0.05028880340287103,0.0882131166122984,0.03650257862184164,0.09574631591618739,0.09668987924289957,0.3830695658023961,-0.04065837354548463,-0.01335954058883948,-0.027668471018244545,-0.013178329415460155,0.0034441461055031916,0.005967178785837836,0.0010846930973914398,-0.002654185648042054,-0.000842196472147172,0.006178693546916927,2025,3,20253,0.08871465043353521,1.0
11110,8103,421816432608,18023927,23403.13698607412,0.6129426160200675,0.04036119567637041,0.04942049243342976,0.08823155337475146,0.03778530925752682,0.087953364909512,0.08330546832834211,0.4036581937812315,0.08871465043353521,-0.031621157315187776,0.12426521774793664,0.02021705304233723,0.0005274524501987163,-0.0008683109694412675,1.84367624530557e-05,0.0012827306356851809,-0.007792951006675389,-0.013384410914557457,2025,4,20254,,
11140,8084,282858676237,17050493,16589.47200160136,0.5351260418654266,0.04017497393814617,0.04868677008677377,0.048025595635673324,0.034839004138388724,0.1479661207561193,0.14518149357947213,0.336836163810068,,,,,,,,,,,2021,1,20211,0.1618304688226928,1.0
11140,8085,328633828423,20057618,16384.489345793703,0.5558541818004009,0.038715437373122066,0.04742920359050026,0.04991806579292458,0.03214595500011113,0.1283500599113854,0.14758709653155566,0.3545031505264613,0.1618304688226928,0.1763658681306166,-0.012356189261953032,0.020728139934974354,-0.0014595365650241013,-0.00125756649627351,0.001892470157251254,-0.0026930491382775937,-0.019616060844733912,0.00240560295208353,2021,2,20212,-0.105997657657942,0.0
11140,8086,293799412383,19278389,15239.832144843638,0.5209179699259862,0.03615329263883377,0.043489786641722115,0.048882880004803606,0.03323625099791049,0.151912211222593,0.16540760856815087,0.3284851347313148,-0.105997657657942,-0.038849528393650745,-0.06986224451627032,-0.03493621187441476,-0.002562144734288299,-0.0039394169487781475,-0.0010351857881209722,0.001090295997799362,0.02356215131120759,0.01782051203659521,2021,3,20213,0.24452499069449107,1.0
11140,8087,365640710962,20383329,17938.22348459371,0.563259040628011,0.042649416680027946,0.04763201961887121,0.050855655922659324,0.032069452534837235,0.1241647999358536,0.13936961467973966,0.35980406344960425,0.24452499069449107,0.05731495510335427,0.17706174937517694,0.04234107070202486,0.006496124041194179,0.0041422329771490934,0.001972775917855718,-0.001166798463073257,-0.027747411286739396,-0.026037993888411215,2021,4,20214,-0.17949092933970545,0.0
11140,8088,300011519947,17111922,17532.309926786715,0.5464530575924619,0.04160948978294334,0.04866574436068083,0.051234389098510025,0.032422710173657346,0.12326341816651894,0.1563511908252277,0.3460264083581898,-0.17949092933970545,-0.16049424507645438,-0.022628414578267142,-0.016805983035549144,-0.0010399268970846046,0.0010337247418096204,0.0003787331758507012,0.0003532576388201106,-0.0009013817693346582,0.016981576145488037,2022,1,20221,0.31356131521755803,1.0
11140,8089,394083526722,21621154,18226.757310086225,0.5905214684149053,0.04342813872570985,0.04454036808390172,0.04824472993110426,0.028862633684822385,0.09777680063541948,0.14662586052413704,0.38680550358741655,0.31356131521755803,0.2635140576260224,0.03960957718631808,0.044068410822443393,0.0018186489427665098,-0.004125376276779107,-0.0029896591674057615,-0.003560076488834961,-0.02548661753109946,-0.009725330301090657,2022,2,20222,-0.007672383243598313,0.0
11140,8090,391059966875,21807048,17932.73288869727,0.5799556597735162,0.04304699904089358,0.047110093099580204,0.04932594197545601,0.028556084424181193,0.09631191701614139,0.15569330467023146,0.37718586128948084,-0.007672383243598313,0.008597783448561547,-0.01613147179099439,-0.010565808641389118,-0.00038113968481626875,0.0025697250156784812,0.0010812120443517495,-0.00030654926064119237,-0.0014648836192780873,0.009067444146094422,2022,3,20223,0.10412108596893299,1.0
11140,8091,431777555305,21873318,19739.920358904852,0.5951828455568267,0.04758879117856281,0.04933014080816291,0.05064278140060789,0.028882203886653923,0.0841199160835107,0.1442533210856751,0.3902248294185952,0.10412108596893299,0.0030389257638172573,0.1007759096967662,0.015227185783310504,0.004541792137669226,0.002220047708582709,0.0013168394251518792,0.00032611946247272997,-0.01219200093263069,-0.011439983584556362,2022,4,20224,-0.06228853679761559,0.0
11140,8092,404882763163,20814419,19452.03289906867,0.5948729925878216,0.04528740334055207,0.051339292595747515,0.04973962648020272,0.027636943120483443,0.08500774321712416,0.14611599865806857,0.3903745817141001,-0.06228853679761559,-0.048410533783671994,-0.014584023369998755,-0.00030985296900509773,-0.002301387838010739,0.0020091517875846024,-0.000903154920405172,-0.0012452607661704793,0.0008878271336134613,0.001862677572393473,2023,1,20231,0.02242731064435155,0.0
11140,8093,413963194667,22457162,18433.459876497305,0.5912694466301351,0.04215482611693911,0.04982924122902554,0.04814811796018079,0.02797949403525396,0.08795173213717207,0.1526671418912934,0.3880033979134775,0.02242731064435155,0.07892331753290827,-0.05236331996025623,-0.003603545957686416,-0.003132577223612959,-0.0015100513667219775,-0.0015915085200219267,0.0003425509147705168,0.0029439889200479075,0.006551143233224838,2023,2,20232,-0.0065561438044828835,0.0
11140,8094,411249192433,22469832,18302.28158506036,0.5855338022389692,0.039987171200777834,0.048073163370943035,0.046050593585263734,0.027061965452523415,0.09901151070499371,0.1542817934465291,0.3832189946464253,-0.0065561438044828835,0.0005641852697149119,-0.007116314154577141,-0.005735644391165917,-0.002167654916161277,-0.0017560778580825026,-0.002097524374917059,-0.0009175285827305452,0.011059778567821643,0.0016146515552356855,2023,3,20233,0.11138017988561155,1.0
11140,8095,457054201464,22617486,20208.001962021775,0.605341652816624,0.04113873944222126,0.045342447395995175,0.046853379982957494,0.026994295579124646,0.09746799128266814,0.1368614935004093,0.4013418589909971,0.11138017988561155,0.006571210679278794,0.10412474357934709,0.019807850577654773,0.0011515682414434264,-0.00273071597494786,0.0008027863976937596,-6.766987339876934e-05,-0.0015435194223255705,-0.017420299946119794,2023,4,20234,-0.06761347370183635,0.0
11140,8096,426151179233,21194920,20106.28864053273,0.6043061762741168,0.04184920443983832,0.04424080186973246,0.04167422331428046,0.026787972023323683,0.10343012058849843,0.13771150149020994,0.40101114296697854,-0.06761347370183635,-0.0628967339694606,-0.005033319062428987,-0.001035476542507241,0.0007104649976170593,-0.0011016455262627123,-0.005179156668677035,-0.00020632355580096212,0.005962129305830288,0.0008500079898006441,2024,1,20241,0.03632561583863669,0.0
11140,8097,441631383259,23244248,18999.598664538426,0.5992121528211324,0.03930849157252735,0.04232897950333569,0.044916202409842565,0.02792034586629146,0.10636893908975315,0.13994488873711738,0.39608803814297644,0.03632561583863669,0.09668958410789008,-0.05504198192814669,-0.005094023452984375,-0.0025407128673109666,-0.0019118223663967746,0.003241979095562106,0.001132373842967778,0.002938818501254714,0.0022333872469074423,2024,2,20242,0.023873778070741647,1.0
